,psgc_code,formatted_address,province,latitude,longitude,accuracy,google_place_id,type,input_string,number_of_results,status
255,124709013,"Ilbocean, Midsayap, Cotabato, Philippines",Cotabato,7.2250332,124.5556077,APPROXIMATE,ChIJDZHx2Cuc-DIRP9cU_JxiuKU,"administrative_area_level_5,political","Ilbocean,Midsayap,Cotabato",1,OK
256,124709014,"Kadigasan, Midsayap, Cotabato, Philippines",Cotabato,7.0704481,124.4946697,APPROXIMATE,ChIJO0RwLhEqVjIRsYPowQpQOBQ,"administrative_area_level_5,political","Kadigasan,Midsayap,Cotabato",1,OK
257,124709015,"Kadingilan, Midsayap, Cotabato, Philippines",Cotabato,7.096699,124.4808143,APPROXIMATE,ChIJI4xyp5UpVjIRAej9pj8ZoLg,"administrative_area_level_5,political","Kadingilan,Midsayap,Cotabato",1,OK
258,124709016,"Kapinpilan, Cotabato, Philippines",Cotabato,7.1341488,124.4697283,APPROXIMATE,ChIJ-fdqC1soVjIRZ67VCuoy_kU,"administrative_area_level_5,political","Kapinpilan,Midsayap,Cotabato",1,OK
259,124709017,"Central Katingawan, Midsayap, Cotabato, Philippines",Cotabato,7.2091313,124.5279139,APPROXIMATE,ChIJZ_4e-Oqd-DIR8Tm2JBrvSGY,"administrative_area_level_5,political","Central Katingawan,Midsayap,Cotabato",1,OK
260,124709018,"Kimagango, Midsayap, Cotabato, Philippines",Cotabato,7.2149444,124.5666828,APPROXIMATE,ChIJp_16CSWc-DIR9Ca4-YA7VHg,"administrative_area_level_5,political","Kimagango,Midsayap,Cotabato",1,OK
261,124709019,"Kudarangan, Cotabato, Philippines",Cotabato,7.0407791,124.5223741,APPROXIMATE,ChIJ9VQtszKA-DIRpDLGPfRPR7g,"administrative_area_level_5,political","Kudarangan,Midsayap,Cotabato",1,OK
262,124709020,"Central Labas, Cotabato, Philippines",Cotabato,7.2360069,124.5209891,APPROXIMATE,ChIJrSkKWgSe-DIRBmAxlt-0bEs,"administrative_area_level_5,political","Central Labas,Midsayap,Cotabato",1,OK
263,124709021,"Lagumbingan, Cotabato, Philippines",Cotabato,7.1977923,124.5002113,APPROXIMATE,ChIJ1RHU53onVjIR6NdI08DaRqI,"administrative_area_level_5,political","Lagumbingan,Midsayap,Cotabato",1,OK
264,124709022,"Lomopog, Cotabato, Philippines",Cotabato,7.0894388,124.458641,APPROXIMATE,ChIJmXjVvnopVjIRL33w8a0lUQM,"administrative_area_level_5,political","Lomopog,Midsayap,Cotabato",1,OK
265,124709023,"Lower Glad, Midsayap, Cotabato, Philippines",Cotabato,7.1552665,124.5168339,APPROXIMATE,ChIJX4cOfFKd-DIRM4CSKShyTUc,"administrative_area_level_5,political","Lower Glad,Midsayap,Cotabato",1,OK
266,124709024,"Lower Katingawan, Midsayap, Cotabato, Philippines",Cotabato,7.1958982,124.5223741,APPROXIMATE,ChIJHQCeP5ud-DIRg6mrBm9oudM,"administrative_area_level_5,political","Lower Katingawan,Midsayap,Cotabato",1,OK
267,124709025,"Macasendeg, Midsayap, Cotabato, Philippines",Cotabato,7.0546363,124.5473005,APPROXIMATE,ChIJ7S0nd62B-DIR_1hgFmXhq_c,"administrative_area_level_5,political","Macasendeg,Midsayap,Cotabato",1,OK
268,124709026,"Malamote, Midsayap, Cotabato, Philippines",Cotabato,7.2317901,124.5832928,APPROXIMATE,ChIJS2XuUrme-DIRrqm-PE2yMM0,"administrative_area_level_5,political","Malamote,Midsayap,Cotabato",1,OK
269,124709027,"Malingao, Cotabato, Philippines",Cotabato,7.1626587,124.4835855,APPROXIMATE,ChIJ18OGe9snVjIR-OWlccie2qw,"administrative_area_level_5,political","Malingao,Midsayap,Cotabato",1,OK
270,124709028,"Milaya, Cotabato, Philippines",Cotabato,7.2053341,124.5722198,APPROXIMATE,ChIJQcXHAT-c-DIRqSDoeOkgnwA,"administrative_area_level_5,political","Milaya,Midsayap,Cotabato",1,OK
271,124709029,"Mudseng, Midsayap, Cotabato, Philippines",Cotabato,7.1112079,124.525144,APPROXIMATE,ChIJkYpPJWCC-DIRU8flwsToKqE,"administrative_area_level_5,political","Mudseng,Midsayap,Cotabato",1,OK
272,124709030,"Nabalawag, Midsayap, Cotabato, Philippines",Cotabato,7.0838448,124.525144,APPROXIMATE,ChIJN8k6ZRyC-DIRonCpzrs_hUk,"administrative_area_level_5,political","Nabalawag,Midsayap,Cotabato",1,OK
273,124709031,"Nalin, Midsayap, Cotabato, Philippines",Cotabato,7.2233167,124.5223741,APPROXIMATE,ChIJV1uKDuOd-DIRq77OW3zceM4,"administrative_area_level_5,political","Nalin,Midsayap,Cotabato",1,OK
274,124709032,"Nes - Mudsing Rd, Midsayap, Cotabato, Philippines",Cotabato,7.1399776,124.5115484,GEOMETRIC_CENTER,ChIJ18V5y1Wd-DIRoaJW7JGemEw,route,"Nes,Midsayap,Cotabato",1,OK
275,124709033,"Olandang, Midsayap, Cotabato, Philippines",Cotabato,7.0401229,124.5029819,APPROXIMATE,ChIJMxsqIocqVjIRzoqYa9s4b9s,"administrative_area_level_5,political","Olandang,Midsayap,Cotabato",1,OK
276,124709034,"Patindeguen, Cotabato, Philippines",Cotabato,7.211029,124.5057525,APPROXIMATE,ChIJNfCA31gnVjIRdE20EF0NWeU,"administrative_area_level_5,political","Patindeguen,Midsayap,Cotabato",1,OK
277,124709035,"Barangay Poblacion 1, Midsayap, Cotabato, Philippines",Cotabato,7.1871144,124.5383001,APPROXIMATE,ChIJSWfUX6ed-DIRjZEt5npmzUQ,"neighborhood,political","Barangay Poblacion 1,Midsayap,Cotabato",1,OK
278,124709036,"Barangay Poblacion 1, Midsayap, Cotabato, Philippines",Cotabato,7.1871144,124.5383001,APPROXIMATE,ChIJSWfUX6ed-DIRjZEt5npmzUQ,"neighborhood,political","Barangay Poblacion 2,Midsayap,Cotabato",1,OK
279,124709037,"Barangay Poblacion 1, Midsayap, Cotabato, Philippines",Cotabato,7.1871144,124.5383001,APPROXIMATE,ChIJSWfUX6ed-DIRjZEt5npmzUQ,"neighborhood,political","Barangay Poblacion 3,Midsayap,Cotabato",1,OK
280,124709038,"Poblacion 4, Midsayap, Cotabato, Philippines",Cotabato,7.1895962,124.5292988,APPROXIMATE,ChIJd-Px7p-d-DIRcw5g5Htacb0,"administrative_area_level_5,political","Barangay Poblacion 4,Midsayap,Cotabato",1,OK
281,124709039,"Barangay Poblacion 1, Midsayap, Cotabato, Philippines",Cotabato,7.1871144,124.5383001,APPROXIMATE,ChIJSWfUX6ed-DIRjZEt5npmzUQ,"neighborhood,political","Barangay Poblacion 5,Midsayap,Cotabato",10,OK
282,124709040,"Poblacion 6, Midsayap, Cotabato, Philippines",Cotabato,7.194084,124.5369154,APPROXIMATE,ChIJ5UqjkqSd-DIRmi39HMfhAsc,"administrative_area_level_5,political","Barangay Poblacion 6,Midsayap,Cotabato",1,OK
283,124709041,"Poblacion 7, Midsayap, Cotabato, Philippines",Cotabato,7.1863081,124.5310299,APPROXIMATE,ChIJCZe64gqd-DIRaPc95iFygVc,"administrative_area_level_5,political","Barangay Poblacion 7,Midsayap,Cotabato",2,OK
284,124709042,"Poblacion 8, Midsayap, Cotabato, Philippines",Cotabato,7.1984956,124.5320685,APPROXIMATE,ChIJpYZET72d-DIRDgvaK5buDQM,"administrative_area_level_5,political","Barangay Poblacion 8,Midsayap,Cotabato",1,OK
285,124709043,"Palongoguen, Cotabato, Philippines",Cotabato,7.184557,124.4946697,APPROXIMATE,ChIJeVlI-5onVjIR57U6mWixuDw,"administrative_area_level_5,political","Palongoguen,Midsayap,Cotabato",1,OK
286,124709044,"Rangaban, Midsayap, Cotabato, Philippines",Cotabato,7.1365374,124.5223741,APPROXIMATE,ChIJOyQ-s6KC-DIRjUbtECRCMtQ,"administrative_area_level_5,political","Rangaban,Midsayap,Cotabato",1,OK
287,124709045,"Sadaan, Midsayap, Cotabato, Philippines",Cotabato,7.1935299,124.5500697,APPROXIMATE,ChIJvZBxuK2d-DIR51AgO518uYA,"administrative_area_level_5,political","Sadaan,Midsayap,Cotabato",1,OK
288,124709046,"Salunayan, Cotabato, Cotabato, Philippines",Cotabato,7.153264,124.4972,APPROXIMATE,ChIJI6M8dAgoVjIREjQa3R4DD3s,"locality,political","Salunayan,Midsayap,Cotabato",1,OK
289,124709047,"Sambulawan, Cotabato, Philippines",Cotabato,7.1158876,124.4697283,APPROXIMATE,ChIJlZvx56kpVjIREOOUpRv0GX4,"administrative_area_level_5,political","Sambulawan,Midsayap,Cotabato",1,OK
290,124709048,"San Isidro, Midsayap, Cotabato, Philippines",Cotabato,7.208582,124.5209891,APPROXIMATE,ChIJUZL-Z-2d-DIRye35KmxRPO0,"administrative_area_level_5,political","San Isidro,Midsayap,Cotabato",1,OK
291,124709049,"Santa Cruz, Cotabato, Philippines",Cotabato,7.2017161,124.5611454,APPROXIMATE,ChIJI8Ye3jec-DIRpi_S4QwBxOw,"administrative_area_level_5,political","Santa Cruz,Midsayap,Cotabato",1,OK
292,124709050,"Tugal, Midsayap, Cotabato, Philippines",Cotabato,7.1231437,124.4918988,APPROXIMATE,ChIJx3mr3TAoVjIRUL-Vdek6SP0,"administrative_area_level_5,political","Tugal,Midsayap,Cotabato",1,OK
293,124709051,"Tumbras, Cotabato, Philippines",Cotabato,7.1448605,124.4780429,APPROXIMATE,ChIJ4WwnZW4oVjIRYmtG6_rGp7A,"administrative_area_level_5,political","Tumbras,Midsayap,Cotabato",1,OK
294,124709052,"Bulanan Upper, Cotabato, Philippines",Cotabato,7.2089511,124.5832928,APPROXIMATE,ChIJxSp5URCc-DIRTRpFHFoU44E,"administrative_area_level_5,political","Bulanan Upper,Midsayap,Cotabato",1,OK
295,124709053,"Upper Glad I, Midsayap, Cotabato, Philippines",Cotabato,7.1812486,124.5334534,APPROXIMATE,ChIJ-WVBgw2d-DIRs57iT9nXFgE,"administrative_area_level_5,political","Upper Glad I,Midsayap,Cotabato",1,OK
296,124709054,"Upper Glad II, Midsayap, Cotabato, Philippines",Cotabato,7.1803029,124.5445312,APPROXIMATE,ChIJSfgRCQWd-DIRCjm4RtJJPYA,"administrative_area_level_5,political","Upper Glad II,Midsayap,Cotabato",1,OK
297,124709055,"Upper Labas, Cotabato, Philippines",Cotabato,7.2293873,124.518219,APPROXIMATE,ChIJP2o3EQee-DIRVkQcj3-AdJo,"administrative_area_level_5,political","Upper Labas,Midsayap,Cotabato",1,OK
298,124709056,"Villarica, Midsayap, Cotabato, Philippines",Cotabato,7.2269363,124.5334534,APPROXIMATE,ChIJS4C6m3We-DIRPJzzvijngLY,"administrative_area_level_5,political","Villarica,Midsayap,Cotabato",1,OK
299,124709057,"Kiwanan, Midsayap, Cotabato, Philippines",Cotabato,7.2031393,124.5445312,APPROXIMATE,ChIJawHCucmd-DIRyLcHfBUuI_0,"administrative_area_level_5,political","Kiwanan,Midsayap,Cotabato",1,OK
300,124709058,"San Pedro, Midsayap, Cotabato, Philippines",Cotabato,7.142595,124.518219,APPROXIMATE,ChIJ68wAUqWC-DIR39F5m7h9Jok,"administrative_area_level_5,political","San Pedro,Midsayap,Cotabato",1,OK
301,124710000,"M'lang, Cotabato, Philippines",Cotabato,6.938217,124.906551,APPROXIMATE,ChIJvRV4M89f-DIRlqqN2n1Kqu8,"locality,political","M'LANG,Cotabato",1,OK
302,124710001,"Bagontapay, M'lang, Cotabato, Philippines",Cotabato,6.8737176,124.8927615,APPROXIMATE,ChIJRacOO6Vd-DIRHK5BhPavEb8,"administrative_area_level_5,political","Bagontapay,M’lang,Cotabato",1,OK
303,124710002,"Bialong, M'lang, Cotabato, Philippines",Cotabato,6.9663287,124.8955195,APPROXIMATE,ChIJr8nzF5lf-DIRZyAe1FWlXLs,"administrative_area_level_5,political","Bialong,M’lang,Cotabato",1,OK
304,124710003,"Buayan, M'lang, Cotabato, Philippines",Cotabato,6.8988406,124.8900033,APPROXIMATE,ChIJrXzeEdld-DIRTEBjZ_gbLMc,"administrative_area_level_5,political","Buayan,M’lang,Cotabato",1,OK
305,124710004,"Calunasan, M'lang, Cotabato, Philippines",Cotabato,6.9738922,124.9671983,APPROXIMATE,ChIJpy9dIp5Y-DIRT3AIILdtOHI,"administrative_area_level_5,political","Calunasan,M’lang,Cotabato",1,OK
306,124710005,"Dalipe, M'lang, Cotabato, Philippines",Cotabato,7.005102,124.8927615,APPROXIMATE,ChIJhzQI6Rr1-DIRv1_1Z8nkOnM,"administrative_area_level_5,political","Dalipe,M’lang,Cotabato",1,OK
307,124710006,"Dagong, M'lang, Cotabato, Philippines",Cotabato,6.929694,124.8458603,APPROXIMATE,ChIJcQL2RZZg-DIR1-GavlVWAkM,"administrative_area_level_5,political","Dagong,M’lang,Cotabato",1,OK
308,124710007,"Dungo-an, Cotabato, Philippines",Cotabato,6.953743,124.8293008,APPROXIMATE,ChIJEQrxnWpg-DIROSqAq0GDPQg,"administrative_area_level_5,political","Dungo-an,M’lang,Cotabato",1,OK
309,124710008,"Gaunan, M'lang, Cotabato, Philippines",Cotabato,6.9115694,124.8458603,APPROXIMATE,ChIJHxROgrNg-DIRFTcPcQRNp04,"administrative_area_level_5,political","Gaunan,M’lang,Cotabato",1,OK
310,124710009,"Inas, M'lang, Cotabato, Philippines",Cotabato,6.9656829,124.8762111,APPROXIMATE,ChIJ4314Pu5f-DIRoRh1IyrOs4k,"administrative_area_level_5,political","Inas,M’lang,Cotabato",1,OK
311,124710010,"Katipunan, M'lang, Cotabato, Philippines",Cotabato,7.0170115,124.9396367,APPROXIMATE,ChIJQUhQPCH0-DIRQbEEaaSKYuY,"administrative_area_level_5,political","Katipunan,M’lang,Cotabato",1,OK
312,124710011,"La Fortuna, Cotabato, Philippines",Cotabato,6.8752414,124.9561748,APPROXIMATE,ChIJUxHitPJb-DIRYx8YOsdAuy4,"administrative_area_level_5,political","La Fortuna,M’lang,Cotabato",1,OK
313,124710012,"La Suerte, M'lang, Cotabato, Philippines",Cotabato,6.8933334,124.9561748,APPROXIMATE,ChIJu6wGU-Vb-DIRgzoIjDaYSX0,"administrative_area_level_5,political","La Suerte,M’lang,Cotabato",1,OK
314,124710013,"Langkong, M'lang, Cotabato, Philippines",Cotabato,6.9185271,124.8982775,APPROXIMATE,ChIJAU0dRGde-DIR13fCFDQGZgk,"administrative_area_level_5,political","Langkong,M’lang,Cotabato",1,OK
315,124710014,"Lepaga, M'lang, Cotabato, Philippines",Cotabato,6.8816495,124.8789697,APPROXIMATE,ChIJuUrmKJFd-DIRsA2j-G7x98Y,"administrative_area_level_5,political","Lepaga,M’lang,Cotabato",1,OK
316,124710015,"Liboo, M'lang, Cotabato, Philippines",Cotabato,6.9741809,124.9368801,APPROXIMATE,ChIJlV_ttPf1-DIRzpOChenhW5o,"administrative_area_level_5,political","Liboo,M’lang,Cotabato",1,OK
317,124710016,"Lika, M'lang, Cotabato, Philippines",Cotabato,6.989509,124.892601,APPROXIMATE,ChIJp9Z-K2z1-DIRkgKzRoPjE2g,"neighborhood,political","Lika,M’lang,Cotabato",1,OK
318,124710017,"Luz Village, M'lang, Cotabato, Philippines",Cotabato,6.8957518,125.0085239,APPROXIMATE,ChIJ5UIoEIlZ-DIRDV0xobaQ9s0,"administrative_area_level_5,political","Luz Village,M’lang,Cotabato",1,OK
319,124710018,"Magallon, M'lang, Cotabato, Philippines",Cotabato,6.9504207,124.9230955,APPROXIMATE,ChIJg-QVXxBf-DIRSITEx510nzE,"administrative_area_level_5,political","Magallon,M’lang,Cotabato",1,OK
320,124710019,"Malayan, M'lang, Cotabato, Philippines",Cotabato,7.0004434,124.9479062,APPROXIMATE,ChIJWXfKj9f1-DIRxrbmYaGXD28,"administrative_area_level_5,political","Malayan,M’lang,Cotabato",1,OK
321,124710020,"New Antique, Cotabato, Philippines",Cotabato,6.9931769,124.8458603,APPROXIMATE,ChIJC4WVcbuK-DIRqtWILaDvA8M,"administrative_area_level_5,political","New Antique,M’lang,Cotabato",1,OK
322,124710021,"New Barbaza, Cotabato, Philippines",Cotabato,6.8718889,124.9148236,APPROXIMATE,ChIJRc_os1Fc-DIRSg29p1qFc-g,"administrative_area_level_5,political","New Barbaza,M’lang,Cotabato",1,OK
323,124710022,"New Kalibo, M'lang, Cotabato, Philippines",Cotabato,6.9223259,124.9341234,APPROXIMATE,ChIJh9t9wNxe-DIRTm-GQJLXHYw,"administrative_area_level_5,political","New Kalibo,M’lang,Cotabato",1,OK
324,124710024,"New Consolacion, M'lang, Cotabato, Philippines",Cotabato,6.9899817,124.9644426,APPROXIMATE,ChIJiw2id2v2-DIRGL8peW0If74,"administrative_area_level_5,political","New Consolacion,M’lang,Cotabato",1,OK
325,124710025,"New Esperanza, M'lang, Cotabato, Philippines",Cotabato,6.9629771,124.9892412,APPROXIMATE,ChIJDcpKcIlY-DIRLeso0WOw52Y,"administrative_area_level_5,political","New Esperanza,M’lang,Cotabato",1,OK
326,124710026,"New Janiuay, M'lang, Cotabato, Philippines",Cotabato,6.8960876,124.9230955,APPROXIMATE,ChIJ9aLlgCNc-DIRuvYzcli_asQ,"administrative_area_level_5,political","New Janiuay,M’lang,Cotabato",1,OK
327,124710027,"New Lawa-an, M'lang, Cotabato, Philippines",Cotabato,6.9866725,124.9230955,APPROXIMATE,ChIJHQ46BJH1-DIRinWjq5OpFU0,"administrative_area_level_5,political","New Lawa-an,M’lang,Cotabato",1,OK
328,124710028,"New Rizal, M'lang, Cotabato, Philippines",Cotabato,6.9095898,124.9782205,APPROXIMATE,ChIJN-51tmtZ-DIRteAivT2XrrU,"administrative_area_level_5,political","New Rizal,M’lang,Cotabato",1,OK
329,124710029,"Nueva Vida, M'lang, Cotabato, Philippines",Cotabato,6.9258421,125.0002604,APPROXIMATE,ChIJN_0Msq9Z-DIR5N28ggTNW0E,"administrative_area_level_5,political","Nueva Vida,M’lang,Cotabato",1,OK
330,124710030,"Pag-asa, M'lang, Cotabato, Philippines",Cotabato,6.927689,124.9782205,APPROXIMATE,ChIJF5D35SFZ-DIRBSQLjzNxvPE,"administrative_area_level_5,political","Pag-asa,M’lang,Cotabato",1,OK
331,124710031,"Poblacion, M'lang, Cotabato, Philippines",Cotabato,6.942559,124.8817282,APPROXIMATE,ChIJM92dg8lf-DIRradeSMQySRE,"administrative_area_level_5,political","Poblacion,M’lang,Cotabato",1,OK
332,124710032,"Pulang Lupa, M'lang, Cotabato, Philippines",Cotabato,6.945487,124.9515,APPROXIMATE,ChIJ2Q3WJc1Y-DIRVM5vLbNJ86A,"neighborhood,political","Pulang-lupa,M’lang,Cotabato",1,OK
333,124710033,"Sangat, M'lang, Cotabato, Philippines",Cotabato,6.9285062,124.887245,APPROXIMATE,ChIJWeeFr0de-DIRWhShOqoUGlw,"administrative_area_level_5,political","Sangat,M’lang,Cotabato",1,OK
334,124710034,"Tawantawan, M'lang, Cotabato, Philippines",Cotabato,6.9316533,124.9037933,APPROXIMATE,ChIJXcu51FVe-DIRUdVw1qx6_E8,"administrative_area_level_5,political","Tawantawan,M’lang,Cotabato",1,OK
335,124710035,"Tibao, M'lang, Cotabato, Philippines",Cotabato,7.025869,124.894402,APPROXIMATE,ChIJsZBq5u30-DIRqx0uVVfdKfs,"neighborhood,political","Tibao,M’lang,Cotabato",1,OK
336,124710036,"Ugpay, M'lang, Cotabato, Philippines",Cotabato,6.9576288,124.9451498,APPROXIMATE,ChIJ9T9YAEtf-DIRg-aOU1cjINs,"administrative_area_level_5,political","Ugpay,M’lang,Cotabato",1,OK
337,124710037,"Palma-Perez, Cotabato, Philippines",Cotabato,6.8904998,124.8541389,APPROXIMATE,ChIJfSK5rEFn-DIRoATgJ8YGqHU,"administrative_area_level_5,political","Palma-Perez,M’lang,Cotabato",1,OK
338,124710038,"Poblacion B, M'lang, Cotabato, Philippines",Cotabato,6.9444995,124.872073,APPROXIMATE,ChIJq1doA9Jf-DIRRj3VojEfSxc,"administrative_area_level_5,political","Poblacion B,M’lang,Cotabato",1,OK
339,124711000,"Pigcawayan, Cotabato, Philippines",Cotabato,7.2792199,124.4309165,APPROXIMATE,ChIJxz8zvYYhVjIRP3HyqSG6PZY,"locality,political","PIGKAWAYAN,Cotabato",1,OK
340,124711001,"Anick (Upper Balogo), Pigcawayan, Cotabato, Philippines",Cotabato,7.2921374,124.4669566,APPROXIMATE,ChIJY4vRTzIgVjIRBcrTe1TSPT0,"administrative_area_level_5,political","Anick (Upper Balogo),Pigkawayan,Cotabato",1,OK
341,124711002,"Upper Baguer (Baguer), Pigcawayan, Cotabato, Philippines",Cotabato,7.2807927,124.4392348,APPROXIMATE,ChIJ7RFIzJAhVjIRv1uw5BxTSpY,"administrative_area_level_5,political","Upper Baguer (Baguer),Pigkawayan,Cotabato",1,OK
342,124711003,"Balacayon, Pigcawayan, Cotabato, Philippines",Cotabato,7.2067806,124.3948617,APPROXIMATE,ChIJi93_wDckVjIRfksjaHflbdw,"administrative_area_level_5,political","Balacayon,Pigkawayan,Cotabato",1,OK
343,124711004,"Balogo, Pigcawayan, Cotabato, Philippines",Cotabato,7.285257,124.463898,APPROXIMATE,ChIJz3QJVLUhVjIR-XbYRVIbHfE,"neighborhood,political","Balogo,Pigkawayan,Cotabato",1,OK
344,124711006,"Banucagon, Pigcawayan, Cotabato, Philippines",Cotabato,7.2653387,124.405957,APPROXIMATE,ChIJi5JAjcUjVjIRjBYMXlx_qg4,"administrative_area_level_5,political","Banucagon,Pigkawayan,Cotabato",1,OK
345,124711007,"Bulucaon, Pigcawayan, Cotabato, Philippines",Cotabato,7.2501743,124.4225975,APPROXIMATE,ChIJKToDWV8hVjIRLf9yStQi2Fo,"administrative_area_level_5,political","Bulucaon,Pigkawayan,Cotabato",1,OK
346,124711008,"Buluan, Cotabato, Philippines",Cotabato,7.3720831,124.4697283,APPROXIMATE,ChIJQ7SefTIcVjIREXfTpXl42kw,"administrative_area_level_5,political","Buluan,Pigkawayan,Cotabato",1,OK
347,124711009,"Buricain, Pigcawayan, Cotabato, Philippines",Cotabato,7.2173518,124.378216,APPROXIMATE,ChIJ83lIUF4kVjIR_rpFTXKm6dU,"administrative_area_level_5,political","Buricain,Pigkawayan,Cotabato",1,OK
348,124711010,"Capayuran, Pigcawayan, Cotabato, Philippines",Cotabato,7.2706799,124.4503245,APPROXIMATE,ChIJFzUS1KchVjIRUPkbTqvGkA4,"administrative_area_level_5,political","Capayuran,Pigkawayan,Cotabato",1,OK
349,124711011,"Central Panatan, Cotabato, Philippines",Cotabato,7.2629759,124.3934747,APPROXIMATE,ChIJ4-otpLAjVjIRHLX74pftTt4,"administrative_area_level_5,political","Central Panatan,Pigkawayan,Cotabato",1,OK
350,124711012,"Datu Binasing, Pigcawayan, Cotabato, Philippines",Cotabato,7.2443456,124.3837649,APPROXIMATE,ChIJedgzwIQjVjIRxJDbX5MYSas,"administrative_area_level_5,political","Datu Binasing,Pigkawayan,Cotabato",1,OK
351,124711013,"Datu Mantil, Cotabato, Philippines",Cotabato,7.1720704,124.3726668,APPROXIMATE,ChIJffheAXglVjIRTmgyRULt0ZM,"administrative_area_level_5,political","Datu Mantil,Pigkawayan,Cotabato",1,OK
352,124711014,"Kadingilan, Pigcawayan, Cotabato, Philippines",Cotabato,7.1857929,124.3726668,APPROXIMATE,ChIJd_T5FQolVjIRTSSMdliWuQc,"administrative_area_level_5,political","Kadingilan,Pigkawayan,Cotabato",1,OK
353,124711015,"Kimarayang, Pigcawayan, Cotabato, Philippines",Cotabato,7.3170868,124.4697283,APPROXIMATE,ChIJ77uDvZwfVjIRYZyfsSyqbTI,"administrative_area_level_5,political","Kimarayang,Pigkawayan,Cotabato",1,OK
354,124711016,"Libungan Torreta, Cotabato, Philippines",Cotabato,7.1730108,124.3615672,APPROXIMATE,ChIJTwFcgmUlVjIRh1TWPYDjtW8,"administrative_area_level_5,political","Libungan Torreta,Pigkawayan,Cotabato",1,OK
355,124711017,"Lower Baguer, Cotabato, Philippines",Cotabato,7.2182981,124.3671172,APPROXIMATE,ChIJr3UnJ4wkVjIR1GSRa2FSvcc,"administrative_area_level_5,political","Lower Baguer,Pigkawayan,Cotabato",1,OK
356,124711018,"Lower Pangangkalan, Cotabato, Philippines",Cotabato,7.1810488,124.3476909,APPROXIMATE,ChIJDQDeEEQlVjIRnfDkSvy1540,"administrative_area_level_5,political","Lower Pangangkalan,Pigkawayan,Cotabato",1,OK
357,124711019,"Malagakit, Pigcawayan, Cotabato, Philippines",Cotabato,7.2495502,124.4031833,APPROXIMATE,ChIJ0RfcoO0jVjIRkVp_u6vQfYo,"administrative_area_level_5,political","Malagakit,Pigkawayan,Cotabato",1,OK
358,124711020,"Maluao, Cotabato, Philippines",Cotabato,7.2923446,124.4115042,APPROXIMATE,ChIJVy2lFBkiVjIRKUj8JmXHTFQ,"administrative_area_level_5,political","Maluao,Pigkawayan,Cotabato",1,OK
359,124711021,"North Manuangan, Pigcawayan, Cotabato, Philippines",Cotabato,7.2744987,124.405957,APPROXIMATE,ChIJW0DI_TIiVjIRqGT8QtccfuE,"administrative_area_level_5,political","North Manuangan,Pigkawayan,Cotabato",1,OK
360,124711022,"Matilac, Pigcawayan, Cotabato, Philippines",Cotabato,7.1939997,124.3837649,APPROXIMATE,ChIJZfjrtq4lVjIRfIOCl3pImsk,"administrative_area_level_5,political","Matilac,Pigkawayan,Cotabato",1,OK
361,124711023,"Midpapan I, Pigcawayan, Cotabato, Philippines",Cotabato,7.2909092,124.4281436,APPROXIMATE,ChIJF1ZqePIhVjIRCFwDiKOzjYc,"administrative_area_level_5,political","Midpapan I,Pigkawayan,Cotabato",1,OK
362,124711024,"Mulok, Cotabato, Philippines",Cotabato,7.3000036,124.4156643,APPROXIMATE,ChIJLVgpAgMiVjIRrv5uGgxi4cc,"administrative_area_level_5,political","Mulok,Pigkawayan,Cotabato",1,OK
363,124711025,"New Culasi, Cotabato, Philippines",Cotabato,7.2828731,124.4017964,APPROXIMATE,ChIJVaIZgDciVjIRnhM0bgG55Yg,"administrative_area_level_5,political","New Culasi,Pigkawayan,Cotabato",1,OK
364,124711026,"New Igbaras, Cotabato, Philippines",Cotabato,7.2980875,124.4378484,APPROXIMATE,ChIJBXqvTu8hVjIRF7Ap_si289o,"administrative_area_level_5,political","New Igbaras,Pigkawayan,Cotabato",1,OK
365,124711027,"New Panay, Cotabato, Philippines",Cotabato,7.3026685,124.4378484,APPROXIMATE,ChIJrbmAPOEhVjIRtdTcuTjECrE,"administrative_area_level_5,political","New Panay,Pigkawayan,Cotabato",1,OK
366,124711028,"Upper Pangangkalan, Cotabato, Philippines",Cotabato,7.1984103,124.3587921,APPROXIMATE,ChIJPeWY2x0lVjIRCctToVpZVJU,"administrative_area_level_5,political","Upper Pangangkalan,Pigkawayan,Cotabato",1,OK
367,124711029,"Patot, Pigcawayan, Cotabato, Philippines",Cotabato,7.3190094,124.4475522,APPROXIMATE,ChIJaxq9sGsfVjIRg-TYBxdVjRI,"administrative_area_level_5,political","Patot,Pigkawayan,Cotabato",1,OK
368,124711030,"Payong-payong, Pigcawayan, Cotabato, Philippines",Cotabato,7.3077954,124.4447798,APPROXIMATE,ChIJjWCz8GAfVjIRVFa2RWLhg9o,"administrative_area_level_5,political","Payong-payong,Pigkawayan,Cotabato",1,OK
369,124711031,"Poblacion I, Pigcawayan, Cotabato, Philippines",Cotabato,7.2735442,124.417051,APPROXIMATE,ChIJmdLSloAhVjIRsfbGiIKMCWU,"administrative_area_level_5,political","Poblacion I,Pigkawayan,Cotabato",1,OK
370,124711032,"Poblacion II, Pigcawayan, Cotabato, Philippines",Cotabato,7.2814399,124.4184377,APPROXIMATE,ChIJW2S2vyciVjIRAsh6OqhM4-w,"administrative_area_level_5,political","Poblacion II,Pigkawayan,Cotabato",1,OK
